no;exp;wks;occ;ind;south;smsa;ms;fem;union;ed;blk;lwage;t;id
2106;14;46;0;1;0;1;1;0;0;14;0;6.956550121;6;301
2107;15;48;0;1;0;1;1;0;0;14;0;7.130899906;7;301
2108;11;36;0;0;0;1;1;0;1;17;0;6.224559784;1;302
2109;12;36;0;0;0;1;1;0;1;17;0;6.309919834;2;302
2110;13;37;0;0;0;1;1;0;1;17;0;6.476970196;3;302
2111;14;38;0;0;0;1;1;0;1;17;0;6.678339958;4;302
2112;15;35;0;0;0;1;1;0;1;17;0;6.779920101;5;302
2113;16;35;0;0;0;1;1;0;1;17;0;6.804609776;6;302
2114;17;36;0;0;0;1;1;0;1;17;0;6.856460094;7;302
2115;2;50;1;1;1;1;1;0;0;13;0;5.752570152;1;303
2116;3;50;1;1;1;1;1;0;0;13;0;5.857930183;2;303
2117;4;49;1;1;1;1;1;0;0;13;0;6.075349808;3;303
2118;5;49;1;1;1;1;1;0;0;13;0;8.51718998;4;303
2119;6;51;1;1;1;1;1;0;0;13;0;6.514709949;5;303
2120;7;49;1;1;1;1;1;0;0;13;0;6.586170197;6;303
2121;8;48;1;1;1;1;1;0;0;13;0;6.70318985;7;303
2122;11;50;1;0;1;1;1;0;1;9;0;6.163310051;1;304
2123;12;51;1;0;1;1;1;0;1;9;0;6.263400078;2;304
2124;13;51;1;0;1;1;1;0;1;9;0;6.354370117;3;304
2125;14;51;1;0;1;1;1;0;1;9;0;6.437749863;4;304
2126;15;51;1;0;1;1;1;0;1;9;0;6.476970196;5;304
2127;16;51;1;0;1;1;1;0;1;9;0;6.551080227;6;304
2128;17;51;1;0;1;1;1;0;0;9;0;6.408530235;7;304
2129;18;50;0;0;0;1;1;0;0;16;0;6.905749798;1;305
2130;19;49;0;0;0;1;1;0;0;16;0;6.905749798;2;305
2131;20;49;0;0;0;1;1;0;0;16;0;7.251339912;3;305
2132;21;49;0;0;0;1;1;0;0;16;0;7.251339912;4;305
2133;22;50;0;0;0;1;1;0;0;16;0;6.907760143;5;305
2134;23;47;0;0;0;1;1;0;0;16;0;7.236340046;6;305
2135;24;48;0;0;0;1;1;0;0;16;0;7.272399902;7;305
2136;18;50;1;0;0;0;1;0;0;12;0;6.495269775;1;306
2137;19;50;1;0;0;0;1;0;0;12;0;6.60394001;2;306
2138;20;50;0;0;0;0;1;0;0;12;0;6.700729847;3;306
2139;21;49;1;0;0;0;1;0;0;12;0;6.586170197;4;306
2140;22;49;1;0;0;0;1;0;0;12;0;6.418360233;5;306
2141;23;49;1;0;0;0;1;0;0;12;0;6.2146101;6;306
2142;24;49;1;0;0;0;1;0;0;12;0;6.620069981;7;306
2143;3;47;1;1;0;0;1;0;1;8;0;6.450469971;1;307
2144;4;52;1;1;0;0;1;0;1;8;0;6.672029972;2;307
2145;5;50;1;1;0;0;1;0;1;8;0;6.56385994;3;307
2146;6;47;1;1;0;0;1;0;1;8;0;6.606649876;4;307
2147;7;49;1;1;0;0;1;0;1;8;0;6.835179806;5;307
2148;8;47;1;1;0;0;1;0;1;8;0;6.861710072;6;307
2149;9;51;1;1;0;0;1;0;1;8;0;7.069869995;7;307
2150;27;46;1;1;0;1;1;0;1;11;0;6.481579781;1;308
2151;28;48;1;1;0;1;1;0;1;11;0;6.553929806;2;308
2152;29;46;1;1;0;1;1;0;1;11;0;6.618740082;3;308
2153;30;46;1;1;0;1;1;0;1;11;0;6.756929874;4;308
2154;31;46;1;1;0;1;1;0;1;11;0;6.876259804;5;308
2155;32;40;1;1;0;1;1;0;1;11;0;6.990260124;6;308
2156;33;42;1;1;0;1;1;0;1;11;0;7.074960232;7;308
2157;18;48;1;1;0;0;1;0;1;9;0;6.003890038;1;309
2158;19;44;1;1;0;0;1;0;1;9;0;6.109250069;2;309
2159;20;41;1;1;0;0;1;0;0;9;0;6.234409809;3;309
2160;21;33;1;1;0;0;1;0;0;9;0;6.035480022;4;309
2161;22;51;1;1;0;0;1;0;0;9;0;6.115890026;5;309
2162;23;38;1;1;0;0;1;0;0;9;0;6.194409847;6;309
2163;24;51;1;1;0;0;1;0;0;9;0;6.270989895;7;309
2164;13;50;1;1;0;0;1;0;1;12;0;6.331500053;1;310
2165;14;49;1;1;0;0;1;0;1;12;0;6.393589973;2;310
2166;15;36;1;1;0;0;1;0;1;12;0;6.484640121;3;310
2167;16;49;1;1;0;0;1;0;1;12;0;6.569479942;4;310
2168;17;49;1;1;0;0;1;0;1;12;0;6.70318985;5;310
2169;18;49;1;1;0;0;1;0;1;12;0;6.790100098;6;310
2170;19;48;1;1;0;0;1;0;1;12;0;6.876259804;7;310
2171;5;50;1;0;1;0;1;0;0;12;0;6.411819935;1;311
2172;6;50;1;0;1;0;1;0;0;12;0;6.565259933;2;311
2173;7;33;1;0;1;0;1;0;1;12;0;6.599870205;3;311
2174;8;49;1;0;1;0;1;0;1;12;0;6.690839767;4;311
2175;9;49;1;0;1;0;1;0;1;12;0;6.840549946;5;311
2176;10;42;1;0;1;0;1;0;1;12;0;6.937310219;6;311
2177;11;49;1;0;1;0;1;0;1;12;0;7.036149979;7;311
2178;14;36;1;1;0;1;1;0;1;14;0;6.575079918;1;312
2179;15;49;0;1;0;1;1;0;1;14;0;6.651569843;2;312
2180;16;47;0;1;0;1;1;0;1;14;0;6.755770206;3;312
2181;17;49;0;1;0;1;1;0;1;14;0;6.840549946;4;312
2182;18;48;0;1;0;1;1;0;1;14;0;6.906750202;5;312
2183;19;49;1;1;0;1;1;0;1;14;0;6.6833601;6;312
2184;20;49;0;1;0;1;1;0;1;14;0;7.061329842;7;312
2185;8;50;0;0;0;0;1;0;0;16;0;6.222579956;1;313
2186;9;50;0;0;0;0;1;0;0;16;0;6.345640182;2;313
2187;10;50;0;0;0;0;1;0;0;16;0;6.429719925;3;313
2188;11;49;0;0;0;0;1;0;0;16;0;6.492239952;4;313
2189;12;48;0;0;0;0;1;0;0;16;0;6.635950089;5;313
2190;13;48;0;0;0;0;1;0;0;16;0;6.659289837;6;313
2191;14;46;0;0;0;0;1;0;0;16;0;7.130899906;7;313
2192;10;49;1;1;0;0;1;0;0;12;0;6.302619934;1;314
2193;11;50;1;0;0;0;1;0;1;12;0;6.356110096;2;314
2194;12;44;1;0;0;0;1;0;1;12;0;6.415100098;3;314
2195;13;50;1;0;0;0;1;0;1;12;0;6.492239952;4;314
2196;14;50;1;0;0;0;1;0;1;12;0;6.624070168;5;314
2197;15;49;1;0;0;0;1;0;1;12;0;6.795710087;6;314
2198;16;50;1;0;0;0;1;0;1;12;0;6.975409985;7;314
2199;10;36;0;0;0;1;1;0;0;17;0;5.707109928;1;315
2200;11;47;0;0;0;0;1;0;0;17;0;6.396930218;2;315
2201;12;36;0;0;0;0;1;0;0;17;0;6.396930218;3;315
2202;13;47;0;0;0;0;1;0;0;17;0;6.634630203;4;315
2203;14;48;0;0;0;0;1;0;0;17;0;6.620069981;5;315
2204;15;38;0;0;0;0;1;0;0;17;0;6.68460989;6;315
2205;16;48;0;0;0;0;1;0;0;17;0;6.829790115;7;315
2206;30;51;0;1;0;0;1;0;0;17;0;6.905749798;1;316
2207;31;52;0;1;0;1;1;0;0;17;0;6.905749798;2;316
2208;32;49;0;1;0;0;1;0;0;17;0;7.673220158;3;316
2209;33;50;0;1;0;0;1;0;0;17;0;7.751480103;4;316
2210;34;49;0;1;0;0;1;0;0;17;0;7.818830013;5;316
2211;35;50;0;1;0;0;1;0;0;17;0;7.600900173;6;316
2212;36;50;0;1;0;0;1;0;0;17;0;7.903969765;7;316
2213;12;43;1;0;0;0;1;0;0;12;0;5.991459846;1;317
2214;13;51;1;0;0;0;1;0;0;12;0;5.902629852;2;317
2215;14;35;1;0;0;0;0;0;0;12;0;6.551080227;3;317
2216;15;36;1;0;0;0;0;0;0;12;0;6.499790192;4;317
2217;16;50;1;0;0;0;1;0;0;12;0;6.2146101;5;317
2218;17;48;1;1;0;0;1;0;0;12;0;6.68460989;6;317
2219;18;26;1;0;0;0;1;0;0;12;0;6.2146101;7;317
2220;10;38;0;1;0;1;1;0;0;15;0;6.354370117;1;318
2221;11;49;0;1;0;1;1;0;0;15;0;6.476970196;2;318
2222;12;52;0;1;0;1;1;0;0;15;0;6.745240211;3;318
2223;13;48;1;1;0;1;1;0;1;15;0;6.551080227;4;318
2224;14;27;0;1;0;1;1;0;0;15;0;6.802390099;5;318
2225;15;50;0;1;0;1;1;0;0;15;0;6.579249859;6;318
2226;16;49;0;1;0;1;1;0;0;15;0;6.907760143;7;318
2227;24;47;1;1;1;1;1;0;1;12;0;6.501289845;1;319
2228;25;47;1;1;1;1;1;0;1;12;0;6.573679924;2;319
2229;26;44;1;1;1;1;1;0;1;12;0;6.655439854;3;319
2230;27;47;1;1;1;1;1;0;1;12;0;6.753439903;4;319
2231;28;47;1;1;1;1;1;0;1;12;0;6.848010063;5;319
2232;29;47;1;1;1;1;1;0;1;12;0;6.943120003;6;319
2233;30;40;1;1;1;1;1;0;1;12;0;7.035270214;7;319
2234;20;50;1;1;1;1;1;0;0;6;1;6.091310024;1;320
2235;21;48;1;1;1;1;1;0;0;6;1;6.236370087;2;320
2236;22;50;1;1;1;1;1;0;0;6;1;6.270989895;3;320
2237;23;50;1;1;1;1;1;0;0;6;1;6.476970196;4;320
2238;24;46;1;1;1;1;1;0;0;6;1;6.595779896;5;320
2239;25;51;1;1;1;1;1;0;0;6;1;6.445720196;6;320
2240;26;46;1;1;1;1;1;0;0;6;1;6.779920101;7;320
2241;6;49;1;1;1;1;1;0;1;12;0;6.040249825;1;321
2242;7;50;1;1;1;1;1;0;1;12;0;6.206580162;2;321
2243;8;50;1;1;1;1;1;0;1;12;0;6.272880077;3;321
2244;9;50;0;1;1;1;1;0;1;12;0;6.396930218;4;321
2245;10;50;0;1;1;1;1;0;1;12;0;6.470799923;5;321
2246;11;48;1;1;1;1;1;0;1;12;0;6.545350075;6;321
2247;12;49;1;1;1;1;1;0;1;12;0;6.682109833;7;321
2248;13;48;0;1;0;0;1;0;0;12;0;6.687109947;1;322
2249;14;50;0;1;0;0;1;0;0;12;0;6.745240211;2;322
2250;15;48;0;1;0;0;1;0;0;12;0;6.856460094;3;322
2251;16;47;0;1;0;0;1;0;0;12;0;6.956550121;4;322
2252;17;48;0;1;0;0;1;0;0;12;0;7.047520161;5;322
2253;18;48;0;1;0;0;1;0;0;12;0;7.093400002;6;322
2254;19;47;0;1;0;0;1;0;0;12;0;7.130899906;7;322
2255;12;49;0;0;1;1;0;1;0;16;0;6.551080227;1;323
2256;13;49;0;0;1;1;0;1;0;16;0;6.551080227;2;323
2257;14;50;0;0;1;1;0;1;0;16;0;6.802390099;3;323
2258;15;49;0;0;1;1;0;1;0;16;0;6.856460094;4;323
2259;16;50;0;0;1;1;0;1;0;16;0;6.866930008;5;323
2260;17;46;0;0;1;1;0;1;0;16;0;7.003069878;6;323
2261;18;47;0;0;1;1;0;1;0;16;0;7.130899906;7;323
2262;3;33;1;0;0;1;1;0;1;14;0;6.188260078;1;324
2263;4;50;1;0;0;1;1;0;1;14;0;6.606649876;2;324
2264;5;37;1;0;0;1;1;0;1;14;0;6.68460989;3;324
2265;6;42;1;0;0;1;1;0;1;14;0;6.768489838;4;324
2266;7;32;1;0;0;1;1;0;1;14;0;6.860660076;5;324
2267;8;47;1;0;0;0;1;0;1;14;0;6.966020107;6;324
2268;9;48;1;0;0;0;1;0;1;14;0;7.003069878;7;324
2269;35;50;0;0;1;1;1;0;0;15;0;6.263400078;1;325
2270;36;50;0;0;1;1;1;0;0;15;0;6.291570187;2;325
2271;37;50;0;0;1;1;1;0;0;15;0;6.396930218;3;325
2272;38;50;0;0;1;1;1;0;0;15;0;6.396930218;4;325
2273;39;50;0;0;1;1;1;0;0;15;0;6.577859879;5;325
2274;40;50;0;0;1;1;1;0;0;15;0;6.620069981;6;325
2275;41;50;0;0;1;1;1;0;0;15;0;6.68460989;7;325
2276;22;48;0;0;0;1;1;0;0;12;0;6.551080227;1;326
2277;23;47;0;0;0;1;1;0;0;12;0;6.68460989;2;326
2278;24;47;0;0;0;1;1;0;0;12;0;6.551080227;3;326
2279;25;47;0;0;0;1;1;0;0;12;0;6.828710079;4;326
2280;26;47;0;0;0;1;1;0;0;12;0;6.802390099;5;326
2281;27;47;0;0;0;1;1;0;0;12;0;7.136479855;6;326
2282;28;47;0;0;1;0;1;0;0;12;0;7.183110237;7;326
2283;10;39;1;0;1;1;0;1;0;12;1;5.932250023;1;327
2284;11;39;1;0;1;1;0;1;0;12;1;6.19644022;2;327
2285;12;41;1;0;1;1;0;1;0;12;1;6.236370087;3;327
2286;13;37;0;0;1;1;0;1;0;12;1;6.309919834;4;327
2287;14;37;0;0;1;1;0;1;1;12;1;6.442540169;5;327
2288;15;36;1;0;1;1;0;1;0;12;1;6.109250069;6;327
2289;16;36;1;0;1;1;0;1;0;12;1;6.2146101;7;327
2290;31;48;0;1;0;1;1;0;0;10;0;6.620069981;1;328
2291;32;48;1;1;0;1;1;0;0;10;0;6.68460989;2;328
2292;33;48;1;1;0;1;1;0;1;10;0;6.733399868;3;328
2293;34;49;1;1;0;1;1;0;1;10;0;6.818920135;4;328
2294;35;48;1;1;0;1;1;0;0;10;0;6.872129917;5;328
2295;36;50;1;1;0;1;1;0;0;10;0;6.966020107;6;328
2296;37;49;1;1;0;1;1;0;0;10;0;7.043159962;7;328
2297;38;49;1;1;0;1;1;0;0;15;0;6.421619892;1;329
2298;39;48;1;1;0;1;1;0;0;15;0;6.476970196;2;329
2299;40;48;0;1;0;1;1;0;0;15;0;6.551080227;3;329
2300;41;48;0;1;0;1;1;0;0;15;0;6.68460989;4;329
2301;42;48;0;1;0;1;1;0;0;15;0;6.68460989;5;329
2302;43;48;1;1;0;1;1;0;0;15;0;6.802390099;6;329
2303;44;48;0;1;0;1;1;0;0;15;0;6.907760143;7;329
2304;35;45;0;0;0;1;1;0;0;17;0;6.759260178;1;330
2305;36;36;0;0;0;1;1;0;0;17;0;6.813439846;2;330
2306;37;36;0;0;0;1;1;0;0;17;0;6.866930008;3;330
2307;38;35;0;0;0;1;1;0;0;17;0;6.851180077;4;330
2308;39;35;0;0;0;1;1;0;0;17;0;6.948900223;5;330
2309;40;35;0;0;0;1;1;0;0;17;0;7.064760208;6;330
2310;41;36;0;0;0;1;1;0;0;17;0;7.114769936;7;330
2311;38;46;1;1;0;1;1;0;0;11;0;6.889589787;1;331
2312;39;49;1;1;0;1;1;0;1;11;0;6.905749798;2;331
2313;40;43;1;1;0;1;1;0;0;11;0;6.907760143;3;331
2314;41;48;1;1;0;1;1;0;1;11;0;7.003069878;4;331
2315;42;47;1;1;0;1;1;0;1;11;0;7.130899906;5;331
2316;43;48;1;1;0;1;1;0;1;11;0;7.108240128;6;331
2317;44;47;1;1;0;1;1;0;0;11;0;7.090079784;7;331
2318;36;30;1;0;1;1;0;1;0;12;1;5.613130093;1;332
2319;37;48;1;0;1;1;0;1;0;12;1;5.820079803;2;332
2320;38;49;1;0;1;1;0;1;0;12;1;5.762050152;3;332
2321;39;46;1;0;1;1;0;1;0;12;1;5.89989996;4;332
2322;40;47;1;0;1;1;0;1;0;12;1;5.9584198;5;332
2323;41;46;1;0;1;1;0;1;0;12;1;6.173789978;6;332
2324;42;48;1;0;1;1;0;1;0;12;1;6.102560043;7;332
2325;6;49;1;0;0;1;1;0;1;12;0;6.445720196;1;333
2326;7;47;1;0;0;1;1;0;1;12;0;6.620069981;2;333
2327;8;50;1;0;0;1;1;0;1;12;0;6.599870205;3;333
2328;9;46;1;0;0;1;1;0;1;12;0;6.633319855;4;333
2329;10;48;1;0;0;1;1;0;1;12;0;6.835179806;5;333
2330;11;48;1;0;0;1;1;0;1;12;0;6.999420166;6;333
2331;12;48;1;0;0;1;1;0;1;12;0;6.907760143;7;333
2332;35;50;1;1;1;0;1;0;0;5;0;6.333280087;1;334
2333;36;51;1;1;1;0;1;0;0;5;0;5.857930183;2;334
2334;37;51;1;1;1;0;1;0;0;5;0;6.395259857;3;334
2335;38;50;1;1;1;0;1;0;0;5;0;6.109250069;4;334
2336;39;43;1;1;1;0;1;0;0;5;0;6.109250069;5;334
2337;40;51;1;1;1;0;1;0;0;5;0;6.109250069;6;334
2338;41;49;1;1;1;0;1;0;0;5;0;6.396930218;7;334
2339;24;42;0;0;1;1;1;1;0;16;0;6.395259857;1;335
2340;25;50;0;0;1;1;1;1;0;16;0;6.436150074;2;335
2341;26;47;0;0;1;1;1;1;0;16;0;6.492239952;3;335
2342;27;45;0;0;1;1;1;1;0;16;0;6.731019974;4;335
2343;28;49;0;0;1;1;1;1;0;16;0;6.745240211;5;335
2344;29;46;0;0;1;1;1;1;0;16;0;7.042290211;6;335
2345;30;48;0;0;1;1;1;1;0;16;0;7.090079784;7;335
2346;28;50;0;1;1;0;1;0;0;14;0;6.309919834;1;336
2347;29;49;1;0;1;0;1;0;0;14;0;6.536690235;2;336
2348;30;50;1;0;1;0;1;0;0;14;0;6.461470127;3;336
2349;31;48;1;0;1;0;1;0;0;14;0;6.579249859;4;336
2350;32;52;0;0;1;0;1;0;0;14;0;6.897699833;5;336
2351;33;50;0;0;1;0;1;0;0;14;0;6.424870014;6;336
2352;34;47;1;0;1;0;1;0;0;14;0;6.914730072;7;336
2353;4;49;1;0;1;1;1;0;0;12;0;6.652860165;1;337
2354;5;52;0;0;1;1;1;0;0;12;0;6.77421999;2;337
2355;6;52;0;0;1;1;1;0;0;12;0;6.907760143;3;337
2356;7;50;0;0;1;1;1;0;0;12;0;6.968850136;4;337
2357;8;51;0;0;1;1;1;0;0;12;0;6.962240219;5;337
2358;9;50;0;0;1;1;1;0;0;12;0;7.108240128;6;337
2359;10;50;0;0;1;1;1;0;0;12;0;7.393260002;7;337
2360;9;49;1;0;0;1;0;1;1;12;0;5.986450195;1;338
2361;10;49;1;0;0;1;0;1;1;12;0;5.955840111;2;338
2362;11;49;1;0;0;1;0;1;1;12;0;6.184150219;3;338
2363;12;48;1;0;0;1;0;1;1;12;0;6.192359924;4;338
2364;13;47;1;0;0;1;0;1;1;12;0;6.625390053;5;338
2365;14;47;1;0;0;1;0;1;1;12;0;6.620069981;6;338
2366;15;47;1;0;0;1;0;1;1;12;0;6.802390099;7;338
2367;9;51;0;0;0;0;0;1;0;12;0;5.883319855;1;339
2368;10;50;0;0;0;0;0;1;0;12;0;5.886099815;2;339
2369;11;49;0;0;0;0;0;1;0;12;0;5.934889793;3;339
2370;12;48;0;0;0;0;0;1;0;12;0;6.079929829;4;339
2371;13;49;0;0;0;0;0;1;0;12;0;6.079929829;5;339
2372;14;47;0;0;0;0;0;1;0;12;0;6.082220078;6;339
2373;15;48;0;0;0;0;0;1;0;12;0;6.263400078;7;339
2374;28;23;0;0;0;1;1;0;1;12;0;6.576469898;1;340
2375;29;42;0;0;0;1;1;0;1;12;0;6.664410114;2;340
2376;30;47;0;0;0;1;1;0;1;12;0;6.736969948;3;340
2377;31;47;0;0;0;1;1;0;1;12;0;6.807929993;4;340
2378;32;47;0;0;0;1;1;0;1;12;0;6.807929993;5;340
2379;33;47;0;0;0;1;1;0;1;12;0;6.917709827;6;340
2380;34;47;0;0;0;1;1;0;1;12;0;7.041409969;7;340
2381;7;48;0;0;0;1;1;0;0;17;0;6.905749798;1;341
2382;8;48;0;0;0;1;1;0;0;17;0;6.905749798;2;341
2383;9;49;0;0;0;1;1;0;0;17;0;7.245659828;3;341
2384;10;48;0;1;0;1;1;0;0;17;0;7.377759933;4;341
2385;11;49;0;1;0;1;1;0;0;17;0;7.473070145;5;341
2386;12;48;0;1;0;1;1;0;0;17;0;7.57558012;6;341
2387;13;49;0;1;0;1;1;0;0;17;0;7.673220158;7;341
2388;31;48;0;1;0;1;1;0;0;9;0;6.455200195;1;342
2389;32;48;0;1;0;1;1;0;0;9;0;6.558199883;2;342
2390;33;47;0;1;0;1;1;0;0;9;0;6.663129807;3;342
2391;34;48;0;1;0;1;1;0;1;9;0;6.845880032;4;342
2392;35;48;0;1;0;1;1;0;0;9;0;6.925600052;5;342
2393;36;48;0;1;0;1;1;0;0;9;0;7.136479855;6;342
2394;37;47;0;1;0;1;1;0;0;9;0;7.270309925;7;342
2395;27;45;0;1;0;1;1;0;0;12;0;6.905749798;1;343
2396;28;47;0;1;0;1;1;0;0;12;0;6.905749798;2;343
2397;29;46;0;1;0;1;1;0;1;12;0;7.185389996;3;343
2398;30;46;0;1;0;1;1;0;0;12;0;7.244229794;4;343
2399;31;46;0;1;0;1;1;0;0;12;0;7.311220169;5;343
2400;32;45;0;1;0;1;1;0;0;12;0;7.375879765;6;343
2401;33;43;0;1;0;1;1;0;0;12;0;7.195189953;7;343
2402;19;49;0;0;0;1;1;0;0;17;0;6.905749798;1;344
2403;20;46;0;1;0;1;1;0;0;17;0;6.905749798;2;344
2404;21;50;0;0;0;1;0;0;0;17;0;7.600900173;3;344
2405;22;47;0;0;0;1;0;0;0;17;0;7.718689919;4;344
2406;23;50;0;1;0;1;1;0;0;17;0;7.740660191;5;344
2407;24;49;0;1;0;1;1;0;0;17;0;7.600900173;6;344
2408;25;48;0;1;0;1;1;0;0;17;0;7.681099892;7;344
2409;17;49;0;1;0;1;1;0;1;11;1;6.163310051;1;345
2410;18;50;0;1;0;1;1;0;1;11;1;6.309919834;2;345
2411;19;50;0;1;0;1;1;0;1;11;1;6.304450035;3;345
2412;20;50;0;1;0;1;1;0;1;11;1;6.620069981;4;345
2413;21;49;0;1;0;1;1;0;1;11;1;6.476970196;5;345
2414;22;49;0;1;0;1;1;0;1;11;1;6.551080227;6;345
2415;23;49;0;1;0;1;1;0;1;11;1;6.476970196;7;345
2416;22;38;0;0;0;1;1;0;1;17;0;6.905749798;1;346
2417;23;44;0;0;0;1;1;0;1;17;0;6.905749798;2;346
2418;24;42;0;0;0;1;1;0;1;17;0;6.579249859;3;346
2419;25;37;0;0;0;1;1;0;1;17;0;7.047520161;4;346
2420;26;39;0;0;0;1;1;0;1;17;0;7.090079784;5;346
2421;27;36;0;0;0;1;1;0;1;17;0;7.322509766;6;346
2422;28;40;0;0;0;1;1;0;1;17;0;7.313220024;7;346
2423;18;38;0;0;0;0;1;0;0;17;0;6.77421999;1;347
2424;19;39;0;0;0;0;1;0;0;17;0;6.887549877;2;347
2425;20;36;0;0;0;0;1;0;0;17;0;6.907760143;3;347
2426;21;37;0;0;0;0;1;0;0;17;0;6.965079784;4;347
2427;22;39;0;0;0;0;1;0;0;17;0;6.956550121;5;347
2428;23;39;0;0;0;0;1;0;0;17;0;7.196690083;6;347
2429;24;36;0;0;0;0;1;0;0;17;0;7.130899906;7;347
2430;27;48;0;1;1;1;1;0;0;16;0;6.905749798;1;348
2431;28;47;0;1;1;1;1;0;0;16;0;6.905749798;2;348
2432;29;49;0;1;1;1;1;0;0;16;0;7.843850136;3;348
2433;30;48;0;1;1;1;1;0;0;16;0;7.937369823;4;348
2434;31;48;0;1;1;1;1;0;0;16;0;8.101679802;5;348
2435;32;35;0;1;1;1;1;0;0;16;0;7.919360161;6;348
2436;33;25;0;1;1;1;0;0;0;16;0;8.020270348;7;348
2437;3;51;1;0;1;1;1;0;0;12;0;6.13988018;1;349
2438;4;49;0;0;1;1;1;0;0;12;0;6.566669941;2;349
2439;5;50;0;0;1;1;1;0;0;12;0;6.651569843;3;349
2440;6;50;0;0;1;1;1;0;0;12;0;6.833030224;4;349
2441;7;49;0;0;1;1;1;0;0;12;0;6.971670151;5;349
2442;8;48;0;0;1;1;1;0;0;12;0;7.078340054;6;349
2443;9;49;0;0;1;1;1;0;0;12;0;7.196690083;7;349
2444;37;40;1;0;1;1;1;0;1;11;0;6.551080227;1;350
2445;38;38;1;0;1;1;1;0;1;11;0;6.687109947;2;350
2446;39;46;1;0;1;1;1;0;0;11;0;6.752270222;3;350
2447;40;46;1;0;1;1;1;0;1;11;0;6.813439846;4;350
2448;41;46;1;0;1;1;1;0;1;11;0;6.960350037;5;350
2449;42;44;0;0;1;1;1;0;1;11;0;7.020189762;6;350
2450;43;43;1;0;1;1;1;0;1;11;0;7.081709862;7;350
2451;23;49;1;1;0;0;1;0;0;8;0;5.926929951;1;351
2452;24;49;1;1;0;0;1;0;0;8;0;5.991459846;2;351
2453;25;48;1;1;0;0;1;0;1;8;0;6.573679924;3;351
2454;26;51;1;1;0;0;1;0;1;8;0;6.665679932;4;351
2455;27;47;1;1;0;0;1;0;1;8;0;6.697030067;5;351
2456;28;44;1;1;0;0;1;0;1;8;0;6.820020199;6;351
2457;29;50;1;1;0;0;1;0;1;8;0;6.945049763;7;351
2458;5;50;0;0;1;1;1;0;0;14;0;6.437749863;1;352
2459;6;49;0;0;1;1;1;0;0;14;0;6.573679924;2;352
2460;7;49;0;0;1;1;1;0;0;14;0;6.652860165;3;352
2461;8;48;0;0;1;1;1;0;0;14;0;6.826550007;4;352
2462;9;49;0;0;1;1;1;0;0;14;0;6.907760143;5;352
2463;10;48;0;0;1;1;1;0;0;14;0;7.036149979;6;352
2464;11;48;0;0;1;1;1;0;0;14;0;7.042290211;7;352
2465;30;47;0;1;0;1;1;0;0;17;0;6.905749798;1;353
2466;31;48;0;1;0;1;1;0;0;17;0;6.905749798;2;353
2467;32;45;0;1;0;1;1;0;0;17;0;8.1605196;3;353
2468;33;47;0;1;0;1;1;0;0;17;0;8.006369591;4;353
2469;34;47;0;1;0;1;1;0;0;17;0;8.055159569;5;353
2470;35;47;0;1;0;1;1;0;0;17;0;7.945909977;6;353
2471;36;47;0;1;0;1;1;0;0;17;0;7.983099937;7;353
2472;21;49;1;1;0;1;1;0;1;12;1;6.504290104;1;354
2473;22;47;1;1;0;1;1;0;1;12;1;6.551080227;2;354
2474;23;48;1;1;0;1;1;0;1;12;1;6.645090103;3;354
2475;24;49;1;1;0;1;1;0;1;12;1;6.646389961;4;354
2476;25;49;1;1;0;1;1;0;1;12;1;6.907760143;5;354
2477;26;46;1;1;0;1;1;0;1;12;1;7.01391983;6;354
2478;27;49;1;1;0;1;1;0;1;12;1;7.090079784;7;354
2479;7;47;0;0;1;1;1;0;0;12;0;5.768320084;1;355
2480;8;50;0;0;1;1;1;0;0;12;0;5.89989996;2;355
2481;9;50;1;0;1;1;1;0;1;12;0;6.607999802;3;355
2482;10;51;1;0;1;1;1;0;1;12;0;6.845880032;4;355
2483;11;49;1;0;1;1;1;0;0;12;0;6.086770058;5;355
2484;12;51;1;0;0;0;1;0;0;12;0;6.309919834;6;355
2485;13;51;1;0;0;0;1;0;0;12;0;6.309919834;7;355
2486;4;50;1;1;0;1;1;0;0;12;0;6.390240192;1;356
2487;5;50;1;1;0;1;1;0;0;12;0;6.490719795;2;356
2488;6;50;1;1;0;1;1;0;0;12;0;6.618740082;3;356
2489;7;50;1;1;0;1;1;0;0;12;0;6.805719852;4;356
2490;8;50;1;1;0;1;1;0;0;12;0;6.903749943;5;356
2491;9;51;1;1;0;1;1;0;0;12;0;6.98100996;6;356
2492;10;50;1;1;0;1;1;0;0;12;0;7.062190056;7;356
2493;16;44;1;1;0;1;1;0;1;12;0;6.345640182;1;357
2494;17;49;1;1;0;1;1;0;1;12;0;6.514709949;2;357
2495;18;46;1;1;0;1;1;0;1;12;0;6.579249859;3;357
2496;19;48;1;1;0;1;1;0;1;12;0;6.633319855;4;357
2497;20;48;1;1;0;1;1;0;1;12;0;6.802390099;5;357
2498;21;48;1;1;0;1;1;0;1;12;0;6.887549877;6;357
2499;22;48;1;1;0;1;1;0;1;12;0;7.007599831;7;357
2500;16;40;0;0;0;0;1;0;1;16;0;6.490719795;1;358
2501;17;36;0;0;0;0;1;0;1;16;0;6.514709949;2;358
2502;18;39;0;0;0;0;1;0;0;16;0;6.551080227;3;358
2503;19;35;0;0;0;0;1;0;1;16;0;6.708079815;4;358
